iteration,red_power,blue_power,cofm_ratio,win_side
327,9.39597,9.222018,1.02,BLUE
328,10.7289715,7.125749,1.51,RED
329,7.2586923,5.778126,1.26,RED
330,7.0396037,6.199391,1.14,RED
331,8.765986,7.827588,1.12,RED
332,11.877423,9.0718775,1.31,RED
333,6.6387167,5.9182787,1.12,RED
334,7.832883,4.562932,1.72,RED
335,10.206832,7.9119916,1.29,RED
336,12.111121,8.987923,1.35,RED
337,6.779178,4.832823,1.4,RED
338,12.743211,7.3640156,1.73,RED
339,6.735893,6.7439933,1.0,BLUE
340,6.221923,4.7426615,1.31,RED
341,11.939758,8.633585,1.38,RED
342,7.76206,7.90155,0.98,BLUE
343,9.559762,7.677207,1.25,RED
344,10.825115,6.949802,1.56,RED
345,12.735233,6.679178,1.91,RED
346,7.1999497,8.153543,0.88,BLUE
347,6.85099,9.046568,0.76,BLUE
348,11.426875,5.9267173,1.93,RED
349,7.404602,6.9584312,1.06,BLUE
350,12.418243,7.0052266,1.77,RED
351,12.26375,7.367643,1.66,RED
352,12.152589,6.851601,1.77,RED
353,11.20155,8.107011,1.38,RED
354,10.824506,8.152005,1.33,RED
355,9.344457,6.3881273,1.46,RED
356,10.913484,5.5556016,1.96,RED
357,9.123192,8.12026,1.12,RED
358,10.978,7.1086164,1.54,RED
359,8.939056,5.2343655,1.71,RED
360,11.4883,8.614127,1.33,RED
361,8.56965,4.6941013,1.83,RED
362,9.054668,6.9615207,1.3,RED
363,6.7033,8.738643,0.77,BLUE
364,11.634805,5.053343,2.3,RED
365,11.201391,5.2058544,2.15,RED
366,7.648193,5.9247427,1.29,RED
367,12.115766,6.6966143,1.81,RED
368,7.0891953,6.6115685,1.07,BLUE
369,8.70898,7.805902,1.12,RED
370,11.499563,5.395043,2.13,RED
371,9.993573,6.941863,1.44,RED
372,9.854222,7.6443205,1.29,RED
373,11.547229,8.268164,1.4,RED
374,9.590172,5.6357713,1.7,RED
375,7.796065,7.484064,1.04,BLUE
376,7.407809,6.705279,1.1,BLUE
377,12.273832,7.4199705,1.65,RED
378,10.005546,6.229452,1.61,RED
379,7.9599886,5.4403954,1.46,RED
380,10.192551,7.692955,1.32,RED
381,7.607592,5.3918653,1.41,RED
382,8.062973,7.201734,1.12,RED
383,8.970457,8.836184,1.02,BLUE
384,8.830618,9.139654,0.97,BLUE
385,8.072328,8.105748,1.0,BLUE
386,10.917415,8.421731,1.3,RED
387,7.1031446,4.970357,1.43,RED
388,10.085451,4.748427,2.12,RED
389,7.680353,7.4404836,1.03,BLUE
390,7.4689927,5.6727877,1.32,RED
391,11.432813,6.4791036,1.76,RED
392,10.171263,4.9975247,2.04,RED
393,10.722414,6.2663765,1.71,RED
394,8.596314,5.760732,1.49,RED
395,11.554399,5.758403,2.01,RED
396,8.0381365,4.614558,1.74,RED
397,8.252503,5.937911,1.39,RED
398,11.312337,7.6196275,1.48,RED
399,6.3907914,7.4417677,0.86,BLUE
400,8.335087,6.3688946,1.31,RED
401,12.514572,4.52074,2.77,RED
402,7.7617607,7.0757756,1.1,BLUE
403,8.567273,7.080676,1.21,RED
404,8.041513,7.0838003,1.14,RED
405,8.474105,8.138293,1.04,BLUE
406,7.130198,7.9685555,0.89,BLUE
407,11.829778,7.14812,1.65,RED
408,9.997833,7.143788,1.4,RED
409,10.715611,6.2086067,1.73,RED
410,8.850966,7.6515937,1.16,RED
411,10.252715,5.0533466,2.03,RED
412,7.2869487,7.592059,0.96,BLUE
413,10.381292,7.9689755,1.3,RED
414,7.9623013,5.3775377,1.48,RED
415,10.3775,8.600996,1.21,RED
416,8.548115,6.128387,1.39,RED
417,8.51025,7.5761166,1.12,RED
418,8.224044,7.069589,1.16,RED
419,9.257948,8.315248,1.11,RED
420,7.711397,6.9560075,1.11,RED
421,7.05846,7.6668983,0.92,BLUE
